city_id,utcOffset,station,station_id,url,station_name,station_description,station_genre,station_url
uF6sb3eR,60,Scotland69am,gsjTSwAm,/listen/scotland69am/gsjTSwAm,1 ABL Scotland69am,,Misc,https://scotland69am.com
3QbMs4L3,120,ON Smooth Jazz,1vp7oYur,/listen/on-smooth-jazz/1vp7oYur,- 0 N - Smooth Jazz on Radio,Beschwingt und leicht den Alltag genieï¿½en! Smooth Jazz rund um die Uhr. Das ist Balsam fï¿½r die Seele.,"Smooth, Jazz, Smoothjazz, Easy Listening, Chillout",http://www.0nradio.com
234a7MgF,60,Radio Xtra,1wFrt8lK,/listen/radio-xtra/1wFrt8lK,Radio Xtra,,HOT AC,https://www.radioxtra.co.uk
wtNFAzwK,180,Coni On Air,293WWNwU,/listen/coni-on-air/293WWNwU,Coni-OnAir Web Radio,,,
3QbMs4L3,120,ON Classic Rock,7nalkycy,/listen/on-classic-rock/7nalkycy,- 0 N - Classic Rock on Radio,Echte Legenden und Meilensteine der Rockgeschichte: Hier sind die grï¿½ï¿½ten Rockhits aller Zeiten!,"Classic Rock, Rock, 80s, 80er, 90s, 90er",http://www.0nradio.com
iLyOn86e,180,Raadio Elmar FM 88.5,I5ges0kU,/listen/raadio-elmar-fm-88-5/I5ges0kU,Elmar AAC,ï¿½hus on Eestit,pop,http://www.elmar.ee
3QbMs4L3,120,ON Fresh,IXNIew9P,/listen/on-fresh/IXNIew9P,- 0 N - Top 40 on Radio,Wirklich nur die aktuellen Chartbreaker sowie brandneue Hits nonstop!,"Top40, Hits, Pop, Rock, Dance, House",http://www.0nradio.com
4EESVNXg,-240,Perfectune FM,Mn4a6kku,/listen/perfectune-fm/Mn4a6kku,Perfectune FM Stream,,Easy Listening,https://www.perfectunefm.com
3QbMs4L3,120,1A Weihnachten,P5UDMXOr,/listen/1a-weihnachten/P5UDMXOr,- 1 A - Weihnachten von 1A Radio,Die schï¿½nsten deutschsprachigen Weihnachtslieder und Schlager zum Einstimmen auf das Fest.,"Weihnachten, Christliche Musik, Schlager, Discofox",http://www.1aradio.com
3QbMs4L3,120,ON Schlager Gold,PwPCue24,/listen/on-schlager-gold/PwPCue24,- 0 N - Schlager Gold on Radio,Erinnerungen an die gute alte Zeit: Nostalgie pur mit den Goldschlagern der 50er und 60er.,"Schlager, World Music, Oldies, 50s, 50er, 60s, 60er, Rock 'n' Roll",http://www.0nradio.com
n2jfDYCC,120,Thenral World Radio,QbRISnC8,/listen/thenralworldradio/QbRISnC8,ThenralWorldRadio,,Public Radio,http://www.ThenralWorldRadio.De
6RG0n58j,120,Countrykanalen Sweden,Y8ixnFfQ,/listen/countrykanalen/Y8ixnFfQ,Countrykanalen Sweden,,Country,http://www.countrykanalen.se/
InC1M7vI,60,Honesty Missions Radio,YJg7JIuE,/listen/honesty-missions-radio/YJg7JIuE,Honesty Radio Ng,,Misc,http://www.honestymusic.org
3QbMs4L3,120,1A 2000er,_npeqOYP,/listen/radio-1a-2000er/_npeqOYP,- 1 A - 2000er von 1A Radio,"Das sind die Stars des neuen Jahrtausends: Pop, Rock und Dance der 2000er im besten Mix.","2000s, 2000er, 00s, 00er, Pop, Dance, Rock, Hits",http://www.1aradio.com
8bpgLLGQ,-180,Real Estate Radio,j2V2sVEa,/listen/real-estate-radio/j2V2sVEa,Real Estate Radio,,Pop,http://www.realestateradio.com.ar
vR5wChh4,60,Lomond Radio,jBED4x17,/listen/lomond-radio/jBED4x17,Lomond Radio,,Charts and Throwbacks,www.lomondradio.co.uk
3QbMs4L3,120,ON 50s,jBWpLf9E,/listen/on-50s/jBWpLf9E,- 0 N - 50s on Radio,"Petticoats, Lederjacken und der Aufbruch in eine neue Zeit. Das sind die Hits der 50er.","50s, 60er, Rock 'n' Roll, Twist, Oldies",http://www.0nradio.com
0B2rs0E8,120,Oxygen Classics,l3SAKOIq,/listen/oxygen-classics/l3SAKOIq,OXYGEN CLASSICS,OXYGEN CLASSICS,KLASSZIKUS ZENE,https://oxygenmusic.hu
Hww81noL,120,Pinguin Classics,mHY4HGGK,/listen/pinguin-classics/mHY4HGGK,Pinguin Classics,Pinguin Classics,indie,pinguinradio.com
zBzV2plE,-180,Radio Vitrola,pwPkNLLk,/listen/radio-vitrola/pwPkNLLk,Radiovitrola.net - Mais do que ouvir mÃºsica,,Misc,
5jurvhBK,-300,Buenaza,--dUOiIu,/listen/buenaza/--dUOiIu,BUENAZA.COM.PE LA PRIMERA RADIO DIGITAL EN EL PERÃ,,Variado,buenaza.com.pe
-yWoQbQS,-180,Estância Web Rádio,-1-HyZyw,/listen/estancia-web-radio/-1-HyZyw,Estancia Web Radio,,NÃ£o especificado,http://localhost/
hFG1a7Dk,120,Tonikz,-3muRZpo,/listen/tonikz/-3muRZpo,RFW,,Unspecified,https://freie-welle.net
WzpJhOEg,180,goSPACE,-5NLi21N,/listen/go-space/-5NLi21N,goSPACE,,House,https://gofm.ro/
VFtd_rfk,180,Genesis FM,-5bItllJ,/listen/genesis-fm/-5bItllJ,GenesisFm,,,https://genesisfm.eu/
wP7mjQUB,-360,KVSF FM 101.5,-AT-t_Zj,/listen/kvsf-fm-101-5/-AT-t_Zj,KVSF,,Rock,http://santafe.com
KaE9CPG7,-240,1 Excel Radio,-AX81EqY,/listen/radio-1-excel-radio/-AX81EqY,1XL RADIO,1XL RADIO,TBD,http://www.1xlradio.com
uAvXtdlH,120,Radio Octopus,-Cqsh4Xg,/listen/radio-octopus/-Cqsh4Xg,RADIO OCTOPUS,,"Rock, Classic Rock, Alternative",https://www.radiooctopus.it
OSD8qnRE,-300,Power 99 - KKPR,-DMxbjzf,/listen/power-99-kkpr/-DMxbjzf,kkpr-aac,KKPR,,https://platteriverradio.com/
3QbMs4L3,120,ON Kids,-GL5Fsba,/listen/on-kids/-GL5Fsba,- 0 N - Kids on Radio,Rund um die Uhr Hits fï¿½r Kids: Das ist der groï¿½e Spaï¿½ fï¿½r die Kleinen!,"Children, Kids, Kinder, Top40, Hits, Pop, Rock, Dance",https://www.0nradio.com
8rtxWLhh,-240,Q105.3 - WRHQ,-Ha6KoPZ,/listen/q105-3-wrhq/-Ha6KoPZ,no name,,,
aU1opXUt,-240,Ancient FM,-KZR7rZZ,/listen/ancient-fm/-KZR7rZZ,Ancient FM,Ancient FM,Classical Renaissance,https://ancientfm.com
I4OQJ5D3,120,Radio Fox FM 97.9,-M9dEKFp,/listen/radio-fox-fm-97-9/-M9dEKFp,Radio Fox,,Various,http://www.radiofox.fr
eCT4ymBs,-180,Radio Alta Frequencia,-NG1yLgB,/listen/radio-alta-frequencia/-NG1yLgB,RÃ¡dio Alta FrequÃªncia,,NÃ£o especificado,http://localhost/
jVzrUH6p,-180,Rádio Cristã Online,-RctymzZ,/listen/radio-jesus-a-vida/-RctymzZ,RÃ¡dio CristÃ£ Online,,Misc,
0B2rs0E8,120,Takk-R,-SBjv8pK,/listen/takk-r/-SBjv8pK,takk-r,,,https://takk-r.com
kHc5QBDu,120,NL Music (Grumpy Dutch),-WI2qINi,/listen/grumpy-dutch-radio/-WI2qINi,Grumpy Dutch Radio,24 uur bruisend Nederpop,Bruisend Nederpop,https://www.grumpydutchradio.nl:8443/stream
Dl7h95vw,-180,RS Souto - New Age,-XJxa6Cf,/listen/rs-souto-new-age/-XJxa6Cf,Radio Studio Souto - New Age,,NÃ£o especificado,http://www.radiostudiosouto.com.br
CHQHnkGc,-240,Crim Radio,-YjkM28q,/listen/crim-radio/-YjkM28q,Crim Radio,,Rock/Metal,http://crimradio.rocks
olJJ59lR,-300,Cow Country 1420 AM,-Zoq8Dv2,/listen/cow-country-1420-am/-Zoq8Dv2,Streaming by Securenet Systems Cirrus(R),Streaming by Securenet Systems Cirrus(R),Rock,http://rss.securenetsystems.net
0eZoYyEW,60,FCM Radio,-_tJeQTZ,/listen/fcm-radio/-_tJeQTZ,,,,
jCHaTqgH,-300,ExSens Radio,-an_jPRD,/listen/exsens-radio/-an_jPRD,ExSens Radio Stream,,Unspecified,https://exsensradio.com
aO0mLGBn,-300,The River of Calm,-fOUipEx,/listen/the-river-of-calm/-fOUipEx,The River of Calm,Music To Soothe Your Soul,Other Love/Slow Zen Indie NewWave,http://www.theriverofcalm.com
ciory15f,120,Concertzender - Barok,-fvIYtky,/listen/concertzender-barok/-fvIYtky,Barok,(null),Classical,http://www.concertzender.nl/
0eZoYyEW,60,Solid Gold GEM AM,-h8udaSk,/listen/solid-gold-gem-am/-h8udaSk,Solid Gold Gem AM,,oldies,http://www.solidgoldgemam.co.uk
ths9IORy,120,World Web Radio - WWR,-hE5UFgl,/listen/world-web-radio-wwr/-hE5UFgl,Antenna Web,,Rock,antennaweb.it
Cu6cqSHT,420,Sodaraku,-ifkg2jv,/listen/sodaraku/-ifkg2jv,Monimona radio,,Other,https://sodaraku.com
-cVpX61J,720,Cruise FM 105.3 Tokoroa,-j7kD2kL,/listen/cruise-fm-105-3-tokoroa/-j7kD2kL,Cruise Radio,South Waikato,Rock n Pop,https://cruiseradio.nz
Sa3HOIea,240,Khoja Radio 4,-jl0sfrJ,/listen/khoja-radio-4/-jl0sfrJ,KHOJARADIO4quran,un mÃ©dia culturel Ã  l'intention de la diaspora KHOJA francophone,VariÃ©tÃ©,https://KHOJARADIO4quran.vestaradio.com
Oa-8owCB,240,Radio Khaburah,-l-JNzFy,/listen/radio-khaburah/-l-JNzFy,Radio Khaburah,112,,
3QbMs4L3,120,ON Kult,-lYX4-7d,/listen/on-kult/-lYX4-7d,- 0 N - Evergreens on Radio,Abwechslung pur mit den schï¿½nsten Oldies: Zeitlose Dauerbrenner im besten Mix.,"60s, 60er, 70s, 70er, 80s, 80er, Oldies, Pop",http://www.0nradio.com
rUm92TN1,-180,91 Rock,-nJAes7K,/listen/radio-91-rock/-nJAes7K,91 Rock,,Misc,
OZaGfvgE,120,Radio MFK,-nQy-Kbg,/listen/radio-mfk/-nQy-Kbg,Radio MFK - Lyden af Mariagerfjord,Lyden af Mariagerfjord,Other,http://www.radiomfk.dk
6lcXHtKK,120,80s80s,-nmuPHQz,/listen/radio-80s80s/-nmuPHQz,80s80s Main (Web),Unspecified description,various,
nkP0nO5Z,420,Radio Gentara,-qZpJ0Ws,/listen/radio-gentara/-qZpJ0Ws,Radio Gentara,Dangdutnya Indonesia,Dangdut,https://radiogentara.com
QzQCLhOY,120,Hitrádio Faktor Poprock,-qj21kn2,/listen/hitradio-faktor-poprock/-qj21kn2,Hitrï¿½dio PopRock,Hitrï¿½dio PopRock,Pop,http://www.radia.cz
FFcztd6Z,-240,Progcoreradio.com,-rn86BxU,/listen/progcoreradio-com/-rn86BxU,Prog Core Radio,Prog Core Radio,Non spÃ©cifiÃ©,http://localhost/
UrSkRhD8,-240,Alternativa Radio FM 104.7,-sGU159V,/listen/alternativa-radio-fm-104-7/-sGU159V,Alternativa Radio TUNE IN,Top 40 * 90's 2000's Dance Pop Anglo Chile Argentina USA Mexico Brasil,Dance/Top40,www.alternativaradio.cl
3QbMs4L3,120,ON K-Pop,-uT0bktN,/listen/on-k-pop/-uT0bktN,- 0 N - K-Pop on Radio,Best of Asian Music: Hier laufen rund um die Uhr die angesagtesten Popsongs aus Korea.,"Kpop, K-Pop, Asian, World Music",http://www.0nradio.com
HToKEJdF,-240,Black Kush Radio,0-FLAW0q,/listen/blackkushradio/0-FLAW0q,Black Kush Radio,,Hip-Hop & RnB,http://blackkushradio.com
3bOmI9Vi,-240,WTUG-DB TUGoldRadio.com,01f70dve,/listen/wtug-db-tu-gold-radio-com/01f70dve,,,,
wC9fXhTq,120,Néo Radio,01pFIomt,/listen/neo-radio/01pFIomt,NEO RADIO,,,
iV1jPYiP,180,Govorit Maykop,02LGWRFp,/listen/govorit-maykop/02LGWRFp,no name,,,
75dKjMkz,570,BladeFM Adelaide,02LHkfH4,/listen/bladefm-adelaide/02LHkfH4,BladeFM,,Top 40,https://bladefm.com.au
Kkh90KCn,-180,Vox Rádio,02ikPgiY,/listen/vox-radio/02ikPgiY,Vox Radio,,Pop,http://www.voxradio.com.br
dpbivRM8,120,AB Radio Humor,05r4TeMy,/listen/ab-radio-humor/05r4TeMy,Radio Humor,Radio Humor,Talk,https://radia.cz
8q74F6zN,120,Radio Mars Vessem,06_9PT2o,/listen/radio-mars-vessem/06_9PT2o,Radio Mars Vessem,,Rock,http://www.radiomarsvessem.nl
MQfEnBji,180,Book Aloud,06eggyz0,/listen/book-aloud/06eggyz0,Ð Ð°Ð´Ð¸Ð¾ Ð¡Ð¾ÑÐ·,,Ð¢ÐµÑÑÐ¾Ð²Ð¾Ðµ Ð²ÐµÑÐ°Ð½Ð¸Ðµ,
WNINlEdV,120,Capital Radio 604,06yFtHId,/listen/capital-radio-604/06yFtHId,This is my server name,This is my server description,Rock,http://www.
Rt0Q9QCX,120,Radio Asolo FM 107.75,07rKfTjB,/listen/radio-asolo-fm-107-75/07rKfTjB,Radio Asolo International,(MBStudio4),Pop,https://www.radioasolo.com
pUe3ikei,120,Radio M Cafe,07t9qo2D,/listen/radio-m-cafe/07t9qo2D,RADIO M CAFE,,Cafe,http://cafe.radiom.ba
BFyUBmBV,-240,Feel Good Folk,08EG5LBj,/listen/feelgood-folk/08EG5LBj,FeelGood Folk,FeelGood Folk,TBD,https://feelgoodfolk.com
3QbMs4L3,120,ON Hot,08mWj8xF,/listen/on-hot/08mWj8xF,- 0 N - Hot on Radio,Jetzt wird's heiï¿½! Hier sind die derzeit angesagtesten Radiohits in Hot Rotation.,"Top40, Hits, Pop, Rock, Dance, House",http://www.0nradio.com
cMA39oB6,120,RADIODIGITAAL Den Haag,0B-YaJeM,/listen/radiodigitaal-den-haag/0B-YaJeM,Dance UK Radio danceradiouk aac+,,Dance House Trance Techno Top 40,https://www.danceradiouk.com
lxuUaApN,120,NDR 1 Welle Nord,0BqIMBHo,/listen/ndr/0BqIMBHo,ndr_ndr1wellenord_kiel_mp3,ndr_ndr1wellenord_kiel_mp3,,http://icecast.ndr.de/ndr/ndr1wellenord/kiel/mp3/128/stream.mp3
MpfezP5s,120,Radio BraOnTheRocks,0DraUggu,/listen/radio-braontherocks/0DraUggu,MB STUDIO,,Pop,https://www.mbradio.it
0eZoYyEW,60,QMR London,0G6QeC6_,/listen/qmr-london/0G6QeC6_,qmrgran1 Stream,qmrgran1,Rock,http://localhost/
gpbTHmJq,120,Index 96 FM,0GCmABtm,/listen/uzetka/0GCmABtm,Radio Index,,top40,https://www.wzielonej.pl
B7DS4V1m,120,Frequence 3 Urban,0HBPCra_,/listen/frequence-3-urban/0HBPCra_,FREQUENCE 3 - URBAN [Powered by IKOULA],FREQUENCE 3 - URBAN [Powered by IKOULA],"Urban, Rap, RnB",https://www.frequence3.com
n95uARfQ,120,Tamási Rádió,0KEoqjTA,/listen/tamasinet/0KEoqjTA,Tamasi,HQ,POP M,www.tamasiradio.hu
wJxAs3h7,120,Air Connect,0KmfbKrb,/listen/air-connect/0KmfbKrb,Air Connect Radio,Un Maxxx De Tubes !,Top40 EDM Dance House Pop Urban,https://airconnectradio.com
zBzV2plE,-180,A FoFa PoliFônica,0LJ33yN0,/listen/a-fo-fa-poli-fonica/0LJ33yN0,A Fofa PolifÃ´nica,,Misc,
PsEILkDQ,120,Hédonia Radio,0LWhNi1M,/listen/hedonia-radio/0LWhNi1M,Hedonia Radio,"Bien-Ãªtre, Culture et Musiques",Musique et Mieux vivre,http://www.hedoniaradio.fr
qRhxzkLk,-420,Precious Radio Dream,0LcsoJ8c,/listen/precious-radio-dream/0LcsoJ8c,Precious Radio Dream,SoPrecious Music Entertainment.,Classical,https://www.preciousradio.com
3WI2PhIS,-300,Redención Stereo,0NMPXeua,/listen/redencion-stereo/0NMPXeua,Redencion Stereo Stream,Redencion Stereo,su_genero,https://redencionstereo.com.co/
rvVa25hx,120,Harmony Radio,0PRo7ubQ,/listen/harmony-radio/0PRo7ubQ,Harmony Radio [Belgium],,"70s, 60s, Oldies, Easy Listening",http://www.harmonyradio.be
3vxaDEK7,-300,Radio Gnosis Colombia,0RcLBS6d,/listen/radio-gnosis-colombia/0RcLBS6d,Radio Gnosis,Radio Gnosis,Unspecified,http://localhost/
AFmZT30I,-420,KRTY FM 95.3,0SgAYQf1,/listen/krty-fm-95-3/0SgAYQf1,Silicon Valley's HOT Country Music,,,
xOWy9ghc,120,Радио Калининград,0Tmv5I3S,/listen/radio-kaliningrad/0Tmv5I3S,Ð Ð°Ð´Ð¸Ð¾ ÐÐ°Ð»Ð¸Ð½Ð¸Ð½Ð³ÑÐ°Ð´,NONSTOP,VA,http://radiokaliningrad.ru
mOIYG9ow,180,Dj Radio Romania,0XCrcx2a,/listen/dj-radio-romania/0XCrcx2a,DJ Radio Romania,DJ Radio Romania,Dance,https://www.djradio.ro
EB0SYkhd,120,Radio Tomi,0Zd8Z8_4,/listen/radio-tomi/0Zd8Z8_4,Radio Tomi,Najboljsa slovenska in tuja glasba,'80,93.103.130.:12:8080/tomi.mp3
ImZ4Qzhn,-240,Keys To Life Ministries,0ZxkmwAD,/listen/keys-to-life-ministries/0ZxkmwAD,Keys To Life Ministries,VosCast Auto DJ,Christian,http://voscast.com
4fVySIP8,120,Masters of Hardcore Radio,0_seY09d,/listen/masters-of-hardcore-radio/0_seY09d,Masters Of Hardcore,,Hard House,https://www.mastersofhardcore.com/radio
kHc5QBDu,120,Radio 10 Non Stop,0adT3DFB,/listen/radio-10-non-stop/0adT3DFB,Radio 10 Non-Stop,,Top 40,https://www.radio10.nl/non-stop
v3_dmAq4,-180,Neutralradio,0cF8C1sM,/listen/neutralradio/0cF8C1sM,Neutralradio,Names to never forget! Radio Memories!,60s 70s 80s 90s 00s Top40 Pop Rock Folk Soul Country,https://neutralradio.net
AEkOcgWS,-240,Trombone Jazz Radio,0cTvK9Ux,/listen/trombone-jazz-radio/0cTvK9Ux,Trombone Jazz Radio,Trombone Jazz Radio,TBD,http://trombonejazz.com
WVuwdzIC,120,FM 80 Funky Music,0d9pUsC0,/listen/fm-80-funky-music/0d9pUsC0,FM 80 FUNKY MUSIC â fm80.fr,La Radio Musicale Disco-Funk et Soul,Hits Hits80s Disco Funk Soul,https://www.fm80.fr
IKwufngm,420,Radio Tidar Sakti FM 96.2,0ehTjx4Z,/listen/radio-tidar-sakti-fm-96-2/0ehTjx4Z,"TIDAR SAKTI 96,2 FM",,"DANGDUT,CAMPURSARI,POP",http://www.tidarsaktifm.com
6lcXHtKK,120,80s80s - Deutsch,0fY5rl7L,/listen/80s80s-deutsch/0fY5rl7L,80s80s - DEUTSCH,Unspecified description,various,
hqIDgHbI,-180,Softmusic,0gxDzTpP,/listen/softmusic/0gxDzTpP,SOFT MUSIC RADIO,,,http://localhost/
2YZcf3oJ,120,Radio Crescendo,0iGFwC7f,/listen/radio-crescendo/0iGFwC7f,Radio Crescendo,,Adult Contemporary,www.radiocrescendo.com
uxkPya3n,-180,Estação Hits,0icTk6qb,/listen/estacao-hits/0icTk6qb,RÃ¡dio estaÃ§Ã£o hits,,Misc,
PRvc0nJ9,120,Radio Paindusoir Lingala 3,0k6ewKBH,/listen/radio-paindusoir-lingala-3/0k6ewKBH,RADIO Paindusoir,,Reggae,http://www.Paindusoirt.com
fSok80Ns,-360,The Zone FM 96.3,0kGi5sM9,/listen/the-zone-fm-96-3/0kGi5sM9,KRZN,KRZN,Rock,
jfPfHZDd,-180,PLUX,0kwhpWUT,/listen/plux/0kwhpWUT,Plux Radio,La mÃºsica es el camino,rock,pluxradio.com
8uotztrv,120,Radio Bluebell,0lXoZC4p,/listen/radiobluebell/0lXoZC4p,Radio Bluebell,Enjoy life,Pop,http://www.radiobluebell.com
DrLUylML,720,2XS FM 106.7,0lo5AGZe,/listen/2-xs-fm-106-7/0lo5AGZe,2XS FM - Manawatus Original Music Station,,Adult Contemporary,https://www.2xsfm.co.nz
MKX233O4,-180,Raul Rock Clube,0m7pvXKT,/listen/raul-rock-clube/0m7pvXKT,Raul Radio Clube,,Unspecified,http://example.com
4Ogyv8K6,-240,East Coast Radio Jamming,0nZpPCz-,/listen/east-coast-radio-jamming/0nZpPCz-,East Coast Radio Jams,,,
J3Bamiy2,120,Radio Edificatori Milano,0nrlnKi1,/listen/radio-edificatori-milano/0nrlnKi1,Radio Atipiri,Radio atipiri Icecast,Unspecified,http://localhost/
3QbMs4L3,120,ON Country,0pBq04el,/listen/on-country/0pBq04el,- 0 N - Country on Radio,"Rund um die Uhr Modern Country sowie ehrlicher, handgemachter Rock- und Pop-Sound.","Country, Pop, Rock",http://www.0nradio.com
qfl6lVCy,180,Play Café,0qqJJCrW,/listen/play-caf/0qqJJCrW,Play Cafe [Broadband HD],"Online radio station with a special program dedicated to coffee shops, restaurants, etc. Various music starting from the 50's up to 2010's.",Adult Contemporary Cafe Decades,https://www.playradio.org
1_L2UYI-,120,Radio Canale Italia,0rvEfGXF,/listen/radio-canale-italia/0rvEfGXF,RADIO CANALE ITALIA,,,https://www.canaleitalia.it
xphEgrZk,-180,Aprendiz Regular,0u2sFct7,/listen/aprendiz-regular/0u2sFct7,RÃ¡dio Aprendiz Regular,,Unspecified,http://aprendizregular.com.br
JcETiRso,-240,Fiesta Latina FM 106.1,0vjXq4q4,/listen/fiesta/0vjXq4q4,Fiesta Latina 106.1 Fm,,,
wTMtg11H,-240,WFAH 102.1 LP-FM Public Radio,0w2kyBLG,/listen/wfah-102-1-lp-fm-public-radio/0w2kyBLG,WFAH 102.1 FM,WFAH 102.1 FM,TBD,https://www.greaterflintartscouncil.org/wfah/
5YFjEtAG,120,Bologna Music Radio,0yrkRgFM,/listen/bologna-music-radio/0yrkRgFM,MB STUDIO,,Pop,https://www.mbradio.it
dLnmoass,300,Esperante Radio,0zQuiTzQ,/listen/esperante-radio/0zQuiTzQ,Esperante Radio,La moderna klasika muziko + Vortoj kaj Kantoj en Esperanto - 24/7,"Esperanto, modern classical, new age, world",https://esperanteradio.blogspot.com/
LbmJqSyY,-420,Soma FM Underground 80s,0zY0tEWb,/listen/soma-fm-underground-80s/0zY0tEWb,Underground Eighties: UK Synthpop and a bit of New Wave. [SomaFM],,80s New Wave Synthpop,http://somafm.com
zBzV2plE,-180,ProgSky,11Jrk23j,/listen/progsky/11Jrk23j,Progsky,,NÃ£o especificado,http://localhost/
OKbHNN8d,180,Unistar FM 99.5,12XOB0Dy,/listen/unistar/12XOB0Dy,Unistar,Hit za hitom,Pop,
0eZoYyEW,60,Atlantis Radio,12zhEl1K,/listen/atlantis/12zhEl1K,ATLANTIS UK,,60s,atlantisradio.uk
CG2Y3KwD,120,RadioLà,13m03RCv,/listen/radiola/13m03RCv,radiola,(NULL),(NULL),https://radiola.media
seU6w0O1,180,Radyo ODTÜ FM 103.1,15Sq6Ms6,/listen/radyoodtu/15Sq6Ms6,Unnamed Server,,Misc,http://www.shoutcast.com
LtLwJ8JN,120,Radio 3 Network FM91.7 AM1602,15hGZklB,/listen/radio3/15hGZklB,Radio 3 Network - FM 91.7 MHz - AM 1602 kHz,Radio 3 Network,generaliste,https://www.radio3.net
yCHPcqOb,120,Radio Soffio,16wiWIVn,/listen/radio-soffio/16wiWIVn,Radio Soffio,,Adult Contemporary,https://www.radiosoffio.it
D1wk1w5c,-300,Studio B Radio,178N8KjU,/listen/studio-b-radio/178N8KjU,WSBN - Studio B Radio,"A wide variety of great music and genres.  With live DJ shows and more.. Since Jan 1, 2000",Oldies Variety,http://www.studiobradio.net
wtNFAzwK,180,Allileggyoi,17rQDvjx,/listen/allileggyoi/17rQDvjx,ALLHLEGGYOI,"Everything you want to know with proper and responsible information. The page was created to help, in any way, people suffering from Multiple Sclerosis.",greece music,
96jQqeTK,-180,Rádio Nativa,18nDvTr4,/listen/radio-nativa/18nDvTr4,RÃ¡dio Nativa,,NÃ£o especificado,http://localhost/
k3rgA6Jf,120,HR You FM,1CycHoSw,/listen/hr-you-fm/1CycHoSw,youfm,,,http://www.hr.de
XYEGTunV,120,Radioserena.net,1Dg9WOCi,/listen/radioserena-net/1Dg9WOCi,Radio Serena,,AC,https://www.radioserena.net
6lcXHtKK,120,80s80s - Soul,1ERsyIp8,/listen/80s80s-soul/1ERsyIp8,80s80s - Soul,Unspecified description,various,
vqzAr1BQ,-240,Otune Radio,1Elh1G1e,/listen/otune-radio/1Elh1G1e,RadioBOSS Stream,,Other,http://www.example.com
uC7s3fqj,180,BadRock Radio,1EpH1XSo,/listen/bad-rock-radio/1EpH1XSo,BadRock Radio National,"Your life, your music",Rock,http://www.badrockradio.net
F948IRMh,-180,Radio Estudio 76,1FFYFghl,/listen/radio-estudio-76/1FFYFghl,Radio Estudio 76,,Decades,https://estudio76.com.br
0B2rs0E8,120,Oxygen Classic Rock,1FZUoU63,/listen/oxygen-classic-rock/1FZUoU63,OXYGEN CLASSIC ROCK,OXYGEN CLASSIC ROCK,ROCK/METAL,https://oxygenmusic.hu
m9daGUqC,-240,JIB on the Web,1FoIhfqK,/listen/jib-on-the-web/1FoIhfqK,JIB on the Web,JIB on the Web,Easy Listening,http://jibontheweb.com/
e4GnqMaI,-300,Lejar Radio,1G5xjATC,/listen/lejar-radio/1G5xjATC,LEAL Stream,,INSTRUMENTAL,https://javierricardoleal.com/LEJAR%20RADIO.html
J3Bamiy2,120,Funky Radio,1GcYiXuJ,/listen/funky-radio/1GcYiXuJ,FUNKY RADIO - FUNKY.radio,Only Funk Music 60s70s80s,Funk,https://funky.radio
np2AtgZZ,120,Radio Leliwa,1Gk4FVdJ,/listen/radio-leliwa/1Gk4FVdJ,RL,Breakaway One Example Stream,Rock'n'roll,http://www.breakaway.one
6PyjGw08,120,RBL Radio Banda Larga,1GpoP8cs,/listen/rbl-radio-banda-larga/1GpoP8cs,Airtime!,Airtime Radio! Stream #1,genre,http://airtime.sourcefabric.org
80GpZGZ7,120,Radio BnM 94.0 FM,1J3SGneI,/listen/radio-bn-m-94-0-fm/1J3SGneI,Unnamed Server,,Misc,http://www.shoutcast.com
CHQHnkGc,-240,Magic Key FM,1L79H5eZ,/listen/magic-key-fm/1L79H5eZ,Magic Key FM,,Bootgaze,http://www.mtrmagickey.com
tBJc4NCI,120,Radio Punto Musica,1L7l4qxB,/listen/radio-punto-musica/1L7l4qxB,MB STUDIO,,Pop,https://www.mbradio.it
RTtRuZU9,480,Denmark FM 99.7,1LPNMp2O,/listen/denmark-fm-99-7/1LPNMp2O,,,Misc,
Fx0iFtLp,120,Colera Ràdio,1LYQrGrv,/listen/colera-radio/1LYQrGrv,Colera RÃ dio,,Misc,
xFq7ZScO,120,Radio Silver,1MCeN6nr,/listen/radio-silver/1MCeN6nr,Radio Silver,,Divertimento,https://www.radiosilver.it
0Kf3iMme,180,Hit FM Best Hits,1MhnRfD9,/listen/hit-fm-best-hits/1MhnRfD9,RadioBOSS Stream,,Other,http://stream.hitfm.md:8009
xFq7ZScO,120,Canale 100 La Radio,1NEFIW28,/listen/canale100/1NEFIW28,CANALE 100,,Pop,https://www.canale100.it
lo4LFM8P,120,Guldkanalen,1Q2s61Gh,/listen/guldkanalen/1Q2s61Gh,Guldkanalen (Malmï¿½),,AC,https://www.guldkanalen.se
AzcHXd6f,-360,Radio Fabulosa FM 99.3,1Q4PTN6D,/listen/radio-fabulosa-fm-99-3/1Q4PTN6D,Radio Fabulosa LIVE,,Urbana,https://www.radiofabulosafm.com
4oT76Ufe,-300,Capital Salsa,1QHFnH9W,/listen/capital-salsa/1QHFnH9W,Capital Salsa,Heynar Alonso Lopez,Unspecified,http://localhost/
9ukLCeap,-300,Innersphere Radio,1Qs9BeI3,/listen/innersphere-radio/1Qs9BeI3,INNERSPHERE,INNERSPHERE,TBD,https://innersphereradio.wixsite.com/soundwaves
xdFoGP7o,120,Tocata FM,1R8LhV5i,/listen/tocata-fm-radio/1R8LhV5i,Tocata Radio,(NULL),Variado,(NULL)
